source_row_id,Time,Amount,Class,user_id,device_id,region,transaction_velocity,historical_average_amount,amount_deviation,ml_fraud_probability,ml_signal_available,high_transaction_velocity_triggered,unusual_device_triggered,unusual_region_triggered,high_transaction_amount_triggered,high_amount_deviation_triggered,high_transaction_velocity_explanation,unusual_device_explanation,unusual_region_explanation,high_transaction_amount_explanation,high_amount_deviation_explanation,behavioral_rule_points,ml_risk_points,risk_score,risk_level,triggered_rules,risk_explanation
171887,120863.0,9.0,0,demo_user_355,demo_device_155,East,2,95.91593263007763,0.09383216899647547,5.5194578e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.00033116748,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
172041,120928.0,210.0,0,demo_user_419,demo_device_019,West,2,16.65591333714733,12.608134765665566,3.4555374e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00020733224,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
172067,120940.0,7.99,0,demo_user_088,demo_device_105,East,1,44.026457117200565,0.18148178443544147,3.7304545e-07,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,2.2382726e-05,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
172126,120972.0,1.79,0,demo_user_376,demo_device_176,North,2,26.627335084387536,0.0672241512087905,1.6459893e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,9.875936e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172250,121023.0,2500.0,0,demo_user_179,demo_device_179,West,3,48.49459478873989,51.55213711736143,0.00572866,True,False,False,False,True,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is at or above the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,40,0.3437196,40.34,MEDIUM,High Transaction Amount; High Amount Deviation,Risk score 40.34: 40 behavioral-rule points and 0.34 ML points. Triggered rules: High Transaction Amount; High Amount Deviation.
172332,121056.0,37.82,0,demo_user_394,demo_device_194,West,1,24.463280151689336,1.5459905525951434,1.6175407e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0009705244,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172363,121070.0,15.8,0,demo_user_240,demo_device_040,Central,3,3.4834530104628434,4.535729333090866,1.2050513e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,7.2303075e-05,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
172374,121075.0,1.0,0,demo_user_402,demo_device_002,West,2,60.025075243911374,0.016659704230881988,2.7100189e-08,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,1.6260113e-06,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
172389,121079.0,14.99,0,demo_user_074,demo_device_074,West,1,103.69801552308466,0.14455435742319497,6.074025e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,3.644415e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172393,121084.0,100.0,0,demo_user_195,demo_device_195,Central,1,26.612032824338833,3.7576986568475146,3.0849056e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0018509433,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
172486,121117.0,1.18,0,demo_user_137,demo_device_137,South,3,26.10682243748027,0.045198913150990463,2.1185704e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00012711422,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172718,121213.0,32.0,0,demo_user_125,demo_device_125,Central,2,17.51172611155965,1.8273469900192483,2.2889428e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0013733656,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172789,121240.0,1.0,0,demo_user_155,demo_device_155,Central,1,24.097748973463865,0.04149765196330941,9.68351e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0005810106,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172823,121253.0,200.0,0,demo_user_192,demo_device_104,South,2,15.504205732820202,12.899725625842825,1.05527434e-07,True,False,True,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,40,6.331646e-06,40.0,MEDIUM,Unusual Device; High Amount Deviation,Risk score 40.00: 40 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device; High Amount Deviation.
172890,121285.0,19.8,0,demo_user_064,demo_device_064,West,2,33.92061961028901,0.583715752467981,1.1495211e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00068971264,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
172900,121289.0,865.15,0,demo_user_354,demo_device_154,West,3,5.398119990355429,160.26876052138957,2.539504e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00015237024,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
172948,121304.0,1.79,0,demo_user_276,demo_device_076,Central,1,143.55693082170643,0.012468920795075568,3.6768735e-05,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.0022061241,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
173039,121335.0,2.36,0,demo_user_415,demo_device_015,Central,0,48.95438421159916,0.04820814392842114,6.0590914e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0003635455,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173052,121339.0,1.0,0,demo_user_353,demo_device_153,East,1,40.365007394842344,0.02477393327884725,3.453584e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00020721504,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173064,121347.0,1367.3,0,demo_user_075,demo_device_075,North,1,44.50227774922504,30.724270063318503,0.0020494908,True,False,False,True,True,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is at or above the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,55,0.12296945,55.12,HIGH,Unusual Region; High Transaction Amount; High Amount Deviation,Risk score 55.12: 55 behavioral-rule points and 0.12 ML points. Triggered rules: Unusual Region; High Transaction Amount; High Amount Deviation.
173068,121348.0,222.22,0,demo_user_035,demo_device_035,Central,2,5.1221230693284,43.38435390798545,2.4730947e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0014838568,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
173077,121350.0,90.0,0,demo_user_212,demo_device_012,South,1,27.22745311475419,3.3054872822912036,2.8653446e-07,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,1.7192067e-05,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
173235,121399.0,102.0,0,demo_user_241,demo_device_058,North,1,20.49426728366471,4.977001548198835,1.14442365e-07,True,False,True,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,40,6.8665418e-06,40.0,MEDIUM,Unusual Device; High Amount Deviation,Risk score 40.00: 40 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device; High Amount Deviation.
173415,121471.0,212.26,0,demo_user_121,demo_device_121,North,4,72.03372696793775,2.9466752441460793,2.8342363e-08,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,1.7005418e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173427,121477.0,122.98,0,demo_user_392,demo_device_192,South,2,32.61559179034157,3.770589256529081,1.7419497e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.000104516985,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
173449,121486.0,142.76,0,demo_user_291,demo_device_091,West,0,13.328287401232643,10.711053543668115,4.4860853e-06,True,False,False,True,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,35,0.00026916512,35.0,MEDIUM,Unusual Region; High Amount Deviation,Risk score 35.00: 35 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region; High Amount Deviation.
173486,121504.0,76.36,0,demo_user_374,demo_device_174,West,0,31.691700602605824,2.409463630794283,1.5231483e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,9.1388894e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173543,121530.0,178.14,0,demo_user_055,demo_device_055,Central,2,58.30399556404385,3.0553652159966056,1.8862338e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0011317403,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
173683,121598.0,0.89,0,demo_user_408,demo_device_008,East,2,4.679278009232484,0.19020028265984174,2.3375922e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00014025554,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173778,121636.0,397.0,0,demo_user_104,demo_device_104,West,1,59.83991181179471,6.634368066059709,0.0006587263,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.03952358,20.04,LOW,High Amount Deviation,Risk score 20.04: 20 behavioral-rule points and 0.04 ML points. Triggered rules: High Amount Deviation.
173791,121641.0,3419.12,0,demo_user_225,demo_device_025,Central,1,63.87036365640433,53.53218306996695,6.157146e-05,True,False,False,False,True,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is at or above the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,40,0.0036942875,40.0,MEDIUM,High Transaction Amount; High Amount Deviation,Risk score 40.00: 40 behavioral-rule points and 0.00 ML points. Triggered rules: High Transaction Amount; High Amount Deviation.
173835,121661.0,223.0,0,demo_user_220,demo_device_020,Central,3,23.45507599308672,9.507536878828628,1.5032976e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0009019786,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
173870,121673.0,20.91,0,demo_user_411,demo_device_011,North,2,16.626819649950562,1.2576067125418164,7.214431e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,4.3286585e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173936,121703.0,0.89,0,demo_user_139,demo_device_139,West,3,125.27158003723468,0.007104564337222088,1.2239879e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,7.3439273e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
173967,121712.0,196.5,0,demo_user_121,demo_device_121,North,3,72.03372696793775,2.7278888413959512,4.654587e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0002792752,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174040,121737.0,241.1,0,demo_user_170,demo_device_170,Central,1,114.41704676643201,2.1072034877125896,2.3809048e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00014285429,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174041,121737.0,1.98,0,demo_user_181,demo_device_181,North,0,80.82718917521954,0.02449670736053555,5.002454e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00030014725,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174119,121778.0,10.93,0,demo_user_091,demo_device_091,North,1,35.34711040121591,0.30921905287126433,1.1653583e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.000699215,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174163,121802.0,10.0,0,demo_user_089,demo_device_089,West,4,43.17165687025022,0.23163345409823835,1.4420574e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,8.652344e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174203,121817.0,91.75,0,demo_user_116,demo_device_116,North,1,160.39675313192146,0.5720190602894462,1.871979e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,1.1231874e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174211,121820.0,49.0,0,demo_user_234,demo_device_034,West,2,89.09609449000324,0.549967989960524,3.1765783e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.001905947,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174239,121833.0,39.8,0,demo_user_172,demo_device_172,South,0,119.30288397263664,0.33360467638928615,2.4264425e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00014558656,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174308,121859.0,35.0,0,demo_user_197,demo_device_197,South,0,23.069767959867658,1.5171370627084877,1.312633e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,7.875798e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174534,121957.0,60.0,0,demo_user_360,demo_device_160,Central,1,69.58386646568317,0.8622688425856636,3.6482706e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00021889624,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174554,121967.0,30.31,0,demo_user_121,demo_device_053,North,1,72.03372696793775,0.42077511848708027,1.47481915e-05,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,0.0008848915,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
174577,121975.0,169.0,0,demo_user_455,demo_device_055,Central,0,85.02036936222466,1.9877589484466327,9.549999e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00057299994,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174610,121988.0,79.69,0,demo_user_376,demo_device_176,North,2,26.627335084387536,2.9927891675019636,7.801812e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,4.6810874e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174665,122016.0,247.7,0,demo_user_088,demo_device_088,Central,1,44.026457117200565,5.6261624536494175,1.33079375e-05,True,False,False,True,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,35,0.0007984763,35.0,MEDIUM,Unusual Region; High Amount Deviation,Risk score 35.00: 35 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region; High Amount Deviation.
174723,122039.0,56.74,0,demo_user_157,demo_device_157,South,3,39.96216817717476,1.419842881107944,1.3258887e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,7.955332e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174755,122054.0,306.87,0,demo_user_092,demo_device_092,South,1,6.448773762689107,47.585790925938255,0.0007034373,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.04220624,20.04,LOW,High Amount Deviation,Risk score 20.04: 20 behavioral-rule points and 0.04 ML points. Triggered rules: High Amount Deviation.
174783,122068.0,99.4,0,demo_user_137,demo_device_137,South,0,26.10682243748027,3.807433870515638,1.6906462e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0010143877,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
174845,122092.0,9.0,0,demo_user_183,demo_device_183,West,2,8.787086546197182,1.024230267072419,1.0138911e-05,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.00060833467,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
174846,122092.0,144.0,0,demo_user_066,demo_device_018,North,7,23.73901400659223,6.065963816357822,2.9699582e-05,True,True,True,False,False,True,Synthetic velocity is at least 6 transactions in the demo window.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,60,0.0017819749,60.0,HIGH,High Transaction Velocity; Unusual Device; High Amount Deviation,Risk score 60.00: 60 behavioral-rule points and 0.00 ML points. Triggered rules: High Transaction Velocity; Unusual Device; High Amount Deviation.
174912,122125.0,48.94,0,demo_user_008,demo_device_008,East,4,20.675585950542022,2.3670429518693767,1.2151844e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,7.291106e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
174978,122153.0,6.57,0,demo_user_220,demo_device_020,Central,3,23.45507599308672,0.28010994302199144,5.1764755e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00031058854,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
